Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-NOVEMBER-2022,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12593,0,3631,0,0,0,5449,0,0,0,0,0,1294,289,3182,0,603,823
MSitAE-NOVEMBER-2022,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10827,0,0,25,0,0,2199,0,0,0,0,0,212,29,1697,0,0,162
MSitAE-NOVEMBER-2022,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,815,0,0,32,0,0,1,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
MSitAE-NOVEMBER-2022,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,6490,0,0,1669,0,0,1,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,18908,1492,7260,1460,0,315,10388,21,2011,590,0,10,1577,1010,5813,38,203,1612
MSitAE-NOVEMBER-2022,Y03571,NHS ENGLAND MIDLANDS ,CORBY URGENT CARE CENTRE,0,0,8191,0,0,589,0,0,214,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0,0,2046,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,0,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRANSHOLME HEALTH CENTRE,0,0,3782,0,0,0,0,0,662,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,NNF76,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE WILBERFORCE HEALTH CENTRE,0,0,2818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE ,EAST RIDING COMMUNITY HOSPITAL,0,0,2494,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GOOLE & DISTRICT HOSPITAL,0,0,1278,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,NNJ07,NHS ENGLAND MIDLANDS ,LOUGHBOROUGH URGENT CARE CENTRE,0,0,5357,0,0,478,0,0,851,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,NNJ0H,NHS ENGLAND MIDLANDS ,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,173,0,0,1431,0,0,2,0,0,5,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,NNJ12,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH,0,0,84,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,NNJ13,NHS ENGLAND MIDLANDS ,MELTON MOWBRAY,0,0,41,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,NNJ14,NHS ENGLAND MIDLANDS ,OADBY,0,0,748,0,0,2277,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,NNJ15,NHS ENGLAND MIDLANDS ,OAKHAM,0,0,32,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,NR3,NHS ENGLAND MIDLANDS ,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,4552,0,0,249,0,0,584,0,0,1,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,RA4,NHS ENGLAND SOUTH WEST ,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,5737,0,0,0,0,0,1769,0,0,0,0,0,153,0,1635,0,0,350
MSitAE-NOVEMBER-2022,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,15046,2137,0,0,0,0,7394,137,0,0,0,0,1144,862,4136,12,0,1255
MSitAE-NOVEMBER-2022,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,6283,0,6602,0,0,675,3815,0,1140,0,0,95,631,25,1594,0,0,404
MSitAE-NOVEMBER-2022,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,15758,0,6831,0,0,246,0,0,0,0,0,0,92,2,4309,0,0,2055
MSitAE-NOVEMBER-2022,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,19371,0,0,1782,0,0,0,0,0,0,0,0,2232,0,5398,0,0,1406
MSitAE-NOVEMBER-2022,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8653,0,0,325,0,0,4127,0,0,0,0,0,673,2,2544,0,0,585
MSitAE-NOVEMBER-2022,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8757,1047,8280,337,0,962,4344,0,202,153,0,18,1155,7,2953,0,0,2844
MSitAE-NOVEMBER-2022,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,7642,0,0,36,0,0,2620,0,0,7,0,0,348,0,2026,0,0,613
MSitAE-NOVEMBER-2022,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,12995,436,7814,921,0,450,7438,0,441,472,0,15,793,947,5061,0,0,2750
MSitAE-NOVEMBER-2022,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15195,0,8251,74,0,1070,8728,0,1848,38,0,278,1560,872,3512,0,0,673
MSitAE-NOVEMBER-2022,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,9915,0,5003,14,0,83,3333,0,400,5,0,1,790,111,3074,0,0,579
MSitAE-NOVEMBER-2022,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,13155,0,7213,4,0,520,4422,0,976,0,0,3,961,84,5695,0,0,930
MSitAE-NOVEMBER-2022,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,9492,0,5780,140,0,1212,3769,0,436,22,0,0,505,20,3580,0,0,1576
MSitAE-NOVEMBER-2022,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,6849,0,0,0,0,0,2507,0,0,0,0,0,0,0,898,0,0,233
MSitAE-NOVEMBER-2022,RRF,NHS ENGLAND NORTH WEST ,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",8062,0,4467,0,0,0,4350,0,60,0,0,0,1137,199,1997,0,0,591
MSitAE-NOVEMBER-2022,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12535,0,0,842,0,0,4475,0,0,0,0,0,472,72,1377,0,0,304
MSitAE-NOVEMBER-2022,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9179,0,1448,0,0,0,4302,0,282,0,0,0,881,434,2936,0,0,686
MSitAE-NOVEMBER-2022,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,5569,0,0,0,0,0,31,0,0,0,0,0,0,0,0,18
MSitAE-NOVEMBER-2022,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4251,0,11559,0,0,0,0,0,0,0,0,0,204,6,1539,0,609,2328
MSitAE-NOVEMBER-2022,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,7047,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,RY9,NHS ENGLAND LONDON,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,0,0,5145,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,AXG,NHS ENGLAND SOUTH WEST ,WILTSHIRE HEALTH & CARE,0,0,2094,0,0,56,0,0,69,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,NV693,NHS ENGLAND NORTH WEST ,ROSSENDALE MIU & OOH,0,0,924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,12562,0,17044,234,0,0,6500,0,3417,94,0,0,1041,440,6363,0,0,1594
MSitAE-NOVEMBER-2022,RBV,NHS ENGLAND NORTH WEST ,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569
MSitAE-NOVEMBER-2022,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,5635,0,9348,0,0,0,3054,0,349,0,0,0,590,412,2061,0,29,1341
MSitAE-NOVEMBER-2022,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16641,259,9527,410,0,0,8276,0,655,68,0,0,2187,1204,4704,0,0,1701
MSitAE-NOVEMBER-2022,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,7812,0,0,183,0,0,0,0,0,0,0,0,801,0,2631,0,0,528
MSitAE-NOVEMBER-2022,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,10817,0,2702,1209,0,75,5500,0,24,545,0,2,986,257,3332,0,0,2297
MSitAE-NOVEMBER-2022,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,14154,0,12110,130,0,413,7530,0,2117,29,0,114,1339,620,3722,0,0,1153
MSitAE-NOVEMBER-2022,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8784,0,2807,1001,0,0,2379,0,0,0,0,0,381,697,2272,0,0,855
MSitAE-NOVEMBER-2022,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6602,0,465,0,0,0,3173,0,2,0,0,0,394,743,1509,0,0,994
MSitAE-NOVEMBER-2022,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10192,0,9213,431,0,0,4846,0,0,182,0,0,1081,321,2452,0,0,1603
MSitAE-NOVEMBER-2022,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8659,0,1967,13,0,0,3552,0,4,3,0,0,558,728,2178,0,0,823
MSitAE-NOVEMBER-2022,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,5459,0,0,0,0,0,72,0,0,0,0,0,0,0,8,0,186
MSitAE-NOVEMBER-2022,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,32705,0,0,213,0,0,15980,0,0,118,0,0,3851,1233,9513,0,0,5082
MSitAE-NOVEMBER-2022,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,13141,1494,6335,0,0,637,5201,62,0,0,0,0,522,27,3453,18,0,2732
MSitAE-NOVEMBER-2022,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,9143,0,10008,0,0,0,1740,0,33,0,0,0,0,0,5497,0,62,1064
MSitAE-NOVEMBER-2022,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,15936,0,13636,116,0,60,9790,0,1665,50,0,8,1035,323,3849,0,174,2163
MSitAE-NOVEMBER-2022,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,11107,0,0,0,0,0,4408,0,0,0,0,0,368,4,2328,0,0,1210
MSitAE-NOVEMBER-2022,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8350,0,2770,90,0,40,2657,0,92,10,0,2,558,338,2594,0,23,933
MSitAE-NOVEMBER-2022,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,10100,0,0,0,0,0,5880,0,0,0,0,0,879,509,2952,0,0,2232
MSitAE-NOVEMBER-2022,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,17626,0,2155,0,0,0,3305,0,13,0,0,0,850,16,5257,0,0,1062
MSitAE-NOVEMBER-2022,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,8085,0,6328,0,0,1141,5495,0,615,0,0,88,1418,0,3020,0,0,664
MSitAE-NOVEMBER-2022,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8673,0,1760,772,0,1408,4300,0,73,0,0,0,188,0,3257,0,0,546
MSitAE-NOVEMBER-2022,RY2,NHS ENGLAND NORTH WEST ,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,3511,0,0,179,0,0,453,0,0,14,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,RYY,NHS ENGLAND SOUTH EAST ,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,7702,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE MEDICAL CENTRE WALK IN CENTRE,0,0,2788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,NDA57,NHS ENGLAND SOUTH EAST ,HASLEMERE MINOR INJURIES UNIT,0,0,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,0,0,6714,0,0,56,0,0,294,0,0,7,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11477,1256,5783,707,0,764,5297,24,245,354,0,41,808,2,4239,14,0,1297
MSitAE-NOVEMBER-2022,R1D,NHS ENGLAND MIDLANDS ,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,2598,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
MSitAE-NOVEMBER-2022,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,3436,0,2161,36,0,46,1506,0,0,6,0,0,476,192,988,0,0,273
MSitAE-NOVEMBER-2022,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6239,0,0,631,0,0,2756,0,0,277,0,0,616,2,2202,0,0,1001
MSitAE-NOVEMBER-2022,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,29698,0,2256,769,0,133,12001,0,341,280,0,18,2701,15,8208,0,262,1134
MSitAE-NOVEMBER-2022,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,22057,0,4688,0,0,0,9340,0,106,0,0,0,1349,518,3248,0,0,469
MSitAE-NOVEMBER-2022,RAP,NHS ENGLAND LONDON,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,9069,480,7650,733,0,0,4786,6,1542,223,0,0,598,638,1662,0,0,406
MSitAE-NOVEMBER-2022,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,8192,0,4166,323,0,0,3203,0,161,66,0,0,1017,91,2964,0,0,837
MSitAE-NOVEMBER-2022,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7018,0,2397,74,0,29,3957,0,40,22,0,2,781,319,2478,0,0,903
MSitAE-NOVEMBER-2022,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,9287,419,8409,0,0,0,4970,0,379,0,0,0,598,994,3763,8,0,1675
MSitAE-NOVEMBER-2022,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4381,0,727,100,0,21,1732,0,0,37,0,0,361,67,1193,0,0,470
MSitAE-NOVEMBER-2022,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8217,0,5517,481,0,156,2655,0,229,144,0,0,800,0,1773,0,0,526
MSitAE-NOVEMBER-2022,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,14503,0,10506,29,0,159,7991,0,174,0,0,0,1537,142,4076,0,256,1704
MSitAE-NOVEMBER-2022,RDR,NHS ENGLAND SOUTH EAST ,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,10908,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,11214,1370,0,724,0,0,4534,36,0,254,0,0,480,3,3187,13,0,1362
MSitAE-NOVEMBER-2022,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,12487,2199,0,510,0,0,5565,22,0,0,0,0,561,0,2718,0,0,909
MSitAE-NOVEMBER-2022,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,12824,756,2466,0,0,1755,4782,0,1,0,0,0,80,38,3510,0,0,962
MSitAE-NOVEMBER-2022,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,12958,0,4362,0,0,0,4823,0,0,0,0,0,366,442,1124,0,0,184
MSitAE-NOVEMBER-2022,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,7746,217,3858,0,0,0,0,0,0,0,0,0,293,914,2049,0,1069,0
MSitAE-NOVEMBER-2022,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8286,0,2715,0,0,0,4182,0,0,0,0,0,547,227,2013,0,0,517
MSitAE-NOVEMBER-2022,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11516,0,227,9,0,283,4485,0,0,5,0,0,1064,2,3792,0,0,1176
MSitAE-NOVEMBER-2022,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9123,682,1969,49,0,24,4146,10,99,12,0,2,342,585,1760,0,0,1740
MSitAE-NOVEMBER-2022,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,4029,261,1654,187,0,0,1552,0,0,81,0,0,447,22,1150,0,0,814
MSitAE-NOVEMBER-2022,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,20193,0,10069,517,0,0,0,0,0,0,0,0,990,17,2690,0,0,396
MSitAE-NOVEMBER-2022,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,9568,0,0,1116,0,0,4871,0,0,0,0,0,608,144,1818,0,0,549
MSitAE-NOVEMBER-2022,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,18028,0,11859,117,0,28,9269,0,37,49,0,0,1269,921,3540,0,0,1189
MSitAE-NOVEMBER-2022,RTE,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,12046,0,0,183,0,0,4983,0,0,58,0,0,424,658,2609,0,0,1391
MSitAE-NOVEMBER-2022,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11833,1740,541,1037,0,62,5932,0,23,446,0,2,1082,1,3659,122,13,3968
MSitAE-NOVEMBER-2022,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,8028,0,0,200,0,0,3357,0,0,75,0,0,649,433,3044,0,0,1638
MSitAE-NOVEMBER-2022,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,18073,0,5794,118,0,0,7121,0,69,31,0,0,594,1004,3595,0,370,1609
MSitAE-NOVEMBER-2022,RWD,NHS ENGLAND MIDLANDS ,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,11938,0,5724,11,0,0,6451,0,440,3,0,0,1363,560,3965,0,0,1031
MSitAE-NOVEMBER-2022,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9749,0,5281,22,0,355,5949,0,16,9,0,0,231,48,2770,0,0,343
MSitAE-NOVEMBER-2022,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,7346,0,2803,261,0,102,3491,0,207,107,0,1,559,718,2912,0,0,272
MSitAE-NOVEMBER-2022,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,11479,0,3939,144,0,46,4240,0,54,25,0,0,1525,143,2817,0,95,1388
MSitAE-NOVEMBER-2022,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12263,0,4499,0,0,5256,6933,0,0,0,0,0,1367,353,3798,0,0,858
MSitAE-NOVEMBER-2022,RXW,NHS ENGLAND MIDLANDS ,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10367,0,2157,8,0,7,6109,0,304,5,0,0,559,1090,2727,0,45,1882
MSitAE-NOVEMBER-2022,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,3739,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0,0,8208,0,0,455,0,0,418,0,0,2,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,3724,0,0,171,0,0,196,0,0,12,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,24470,992,19663,0,0,0,12539,38,3932,0,0,0,3182,802,5129,0,0,1217
MSitAE-NOVEMBER-2022,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5505,273,11,436,0,0,3010,0,0,0,0,0,410,8,1513,0,0,632
MSitAE-NOVEMBER-2022,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,8121,0,0,0,0,0,3761,0,0,0,0,0,688,1,2478,0,5,1457
MSitAE-NOVEMBER-2022,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,9324,0,0,0,0,0,3379,0,0,0,0,0,346,256,929,0,0,64
MSitAE-NOVEMBER-2022,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,13480,308,0,322,0,0,3737,0,0,54,0,0,648,375,1974,2,0,169
MSitAE-NOVEMBER-2022,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,8979,0,0,645,0,0,3823,0,0,211,0,0,950,231,2717,0,0,809
MSitAE-NOVEMBER-2022,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1278,0,0,0,0,0,7,0,0,0,0,0,0,0,59,0
MSitAE-NOVEMBER-2022,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,10464,0,7256,0,0,0,4402,0,578,0,0,0,625,866,4072,0,23,1354
MSitAE-NOVEMBER-2022,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12065,3731,6480,0,0,0,0,0,0,0,0,0,1394,119,2775,0,0,1096
MSitAE-NOVEMBER-2022,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6920,0,0,87,0,0,2831,0,0,36,0,0,726,782,2105,0,0,476
MSitAE-NOVEMBER-2022,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,8713,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2022,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,11271,0,1234,0,0,0,3618,0,3,0,0,0,895,36,2816,0,53,1774
MSitAE-NOVEMBER-2022,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5394,0,2902,228,0,0,3559,0,54,143,0,0,537,210,1777,0,0,1137
MSitAE-NOVEMBER-2022,RVY,NHS ENGLAND NORTH WEST ,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,7816,0,2700,211,0,0,2735,0,0,33,0,0,405,379,2031,0,0,106
